Time_hr,Target_Q,Q,WHP,FLP,BHP,WHT,AP,Choke,Why,Fallback
23,100.0,100.71525668407484,263.10266408777386,183.43903887222572,3106.809998839204,134.34139661699388,1808.6758047571507,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
24,100.0,101.22843453494961,262.71170066293405,184.47961339464555,3127.680853486077,135.13833501317282,1814.6515185819028,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
25,100.0,103.66916889931602,262.4877820478743,185.4413892099273,3112.126597976132,134.84279651590137,1804.3352178022565,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
26,100.0,100.63718729063235,263.7614989389928,183.8044260112065,3105.879260047366,132.88194869374675,1801.0086984448515,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.1 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
27,100.0,99.58382238994827,264.33200873496384,185.81765235040461,3110.6301812228953,134.47763050562904,1800.7435734795997,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
28,100.0,99.61486817046143,263.3269731521669,184.6776048424119,3111.4252411009948,134.02454843633325,1804.6503295888708,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
29,100.0,98.22919753560535,264.67776403602994,184.4460568059791,3100.1808344567035,133.7072138609952,1795.4929232981178,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
30,100.0,100.77722837448017,262.8012331819962,184.18005153950526,3099.063857526214,135.97135333940616,1800.3540666290983,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
31,100.0,98.48262565357653,263.5490436715674,183.75822428689682,3125.470071661813,131.71666111992806,1803.8300216371645,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
32,100.0,101.17441345119126,261.67706827149544,185.36789384528902,3117.5308004864273,134.70474129494613,1802.0881301926668,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
33,100.0,101.81224715597443,263.7449068872993,185.3992568491268,3106.2700446937574,134.95108695930747,1792.4689268221011,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
34,100.0,101.56474196721257,262.88978083712783,184.1617585209255,3111.1996604293763,136.5428117002382,1807.693425692726,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
35,100.0,99.50806273887787,264.4344694253111,184.7136725919616,3106.297547722517,134.13767111456707,1781.462254264795,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
36,100.0,100.6206472740171,262.2168186802869,184.50279771101984,3092.7673496262887,131.72854104872118,1792.4538847942285,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
37,100.0,101.61795349680249,265.6770369740327,185.08570927529664,3118.480125374945,133.6074074064262,1784.7042174016578,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
38,100.0,100.5550464171778,264.11053123349933,184.7358929656495,3110.5690187144023,134.86221274869698,1793.0927394589305,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
39,100.0,97.99602411451384,263.25449624330804,184.9245566823916,3104.007349872973,135.48424850684617,1813.8047103152755,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
40,100.0,99.66378858975243,264.43562364250965,185.9235291027733,3114.6867727773106,135.57460780858074,1796.8860482397386,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
41,100.0,101.48298863827404,266.1371996190055,185.80450238228497,3101.3300306980036,134.91494711895027,1810.0990423336439,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
42,100.0,100.89965525300138,262.8153460960216,186.4457014397307,3095.0189519756696,134.7585159481411,1799.870595404263,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
43,100.0,98.44146699970108,265.1038621811805,185.40927610600076,3095.850384579061,134.9059709130729,1796.5471965687093,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
44,100.0,97.32595449995846,262.6542633163612,185.33614611386074,3113.9111428458136,134.25172573597143,1800.3613200901439,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
45,100.0,101.05854038012066,263.2677508886756,186.12821999216058,3109.0309779970985,134.44426070702238,1804.326391932366,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
46,100.0,98.65618640662628,262.62819128089984,186.43313886735928,3110.901414501928,133.57945426041096,1802.731868230492,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
47,100.0,99.56157072392217,263.8961502277279,184.5301912934472,3110.307408779133,131.63682454986994,1810.6473583493255,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
48,100.0,99.51227667757883,261.5088644160563,184.9135054412424,3103.8245187958564,134.231976006259,1790.837995129215,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
49,100.0,100.94445152259466,268.1898780572211,183.99879916830665,3110.9257084328515,133.5373000978893,1801.5408663585154,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
50,100.0,97.46907050640093,262.0611274900871,185.5062166385857,3107.156979257204,136.45623564925586,1794.3616208618291,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
51,100.0,100.59370608781313,267.27794022175965,184.44374947580317,3098.4857477163478,133.95068325102972,1799.6434985693147,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.9 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
52,100.0,101.64715142460747,263.7049214876641,184.45140077500182,3109.6603971005393,137.9612735072424,1810.1741893923281,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
53,100.0,95.94260937072079,263.3563013574961,184.34877170509202,3113.7769674798774,133.74348315743953,1815.4615659839615,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
54,100.0,101.78411714554244,264.68154073596435,185.2694079646979,3107.1382897712697,134.51364827168837,1810.3622383313502,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 99.8 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
55,100.0,101.15984417505587,263.0878798572691,186.21332923893692,3109.46699438564,133.88695578316973,1793.6689852907036,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
56,100.0,99.42884762901504,262.722159231935,182.68618782820545,3117.730691236889,134.85309473251928,1798.2858352673672,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
57,100.0,101.96462575845416,264.10081553051026,185.4298321466124,3082.7455469519737,133.65385449896192,1804.257513006138,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
58,100.0,102.85137960370531,265.9008496487053,186.34405900388066,3095.903082503875,130.70687132774722,1804.5637565976554,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.0 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
59,100.0,100.36264456229196,264.7741619125927,184.9984603062423,3109.7440698157757,131.75339485879317,1803.5840772412719,34.2,"Moved choke to 34.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 100.1 bbl/hr, closest to the 100.0 bbl/hr target among 11 feasible options.",False
60,150.0,101.54504340233848,263.98785698749714,184.84867137754864,3106.3676484274633,134.4785800615491,1799.8911437557335,39.2,"Moved choke to 39.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 110.3 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
61,150.0,106.81071028619974,263.2557261353901,182.74873627856635,3101.6515543207947,136.1310556334521,1799.187236037471,44.2,"Moved choke to 44.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 120.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
62,150.0,111.61394065564676,261.3786657872773,181.01333160511845,3096.4532787475446,132.95114546484666,1802.0532353657072,49.2,"Moved choke to 49.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 129.2 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
63,150.0,116.22343351291693,256.79985662142775,178.8382005081597,3096.216191970131,134.31186968027794,1781.118571434991,54.2,"Moved choke to 54.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 137.8 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
64,150.0,121.6812693143722,254.66446798256263,177.20856460765208,3082.577314293773,131.56539218228497,1812.5171043254927,59.2,"Moved choke to 59.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 145.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
65,150.0,127.08316851494598,252.30239934076067,174.5797855105458,3067.76256933753,130.95696114303337,1798.3332274981522,62.2,"Moved choke to 62.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.6 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
66,150.0,129.50415012519798,247.9801901385667,171.955855062389,3068.308166708981,129.33934355745467,1795.7644635400463,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.3 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
67,150.0,136.55516385708168,246.23108927969866,171.4305344304554,3051.7036594648753,128.7931425414545,1796.6472527688136,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.4 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
68,150.0,136.6776197936813,243.4944316523466,168.84577242530543,3017.922364268769,128.60016351193156,1788.6711663503904,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.6 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
69,150.0,139.7131933576578,238.38337396050903,166.2823879211675,3022.4831514741554,128.34110532948836,1786.705906401683,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.6 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
70,150.0,142.54121432293482,240.64915157852496,164.90594473464594,3029.252173202495,127.29243676064567,1796.0472750466818,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.7 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
71,150.0,142.6481372440676,234.2179427873471,166.2873455990223,3006.7577967600496,127.10691164297756,1797.7833827630263,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.8 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
72,150.0,141.82577663919344,234.0519398300297,165.07996905422996,2976.4048401545347,127.51938491181684,1801.1743338851825,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.8 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
73,150.0,146.9093978798283,234.85213435466508,163.09776828498988,2978.809923763002,128.80889273081752,1797.0939616646267,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.7 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
74,150.0,145.63182070955781,233.30046469844564,164.28874152329564,2982.3019465102793,127.817855179213,1804.5700957198103,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
75,150.0,143.85363845829625,230.83486937966416,161.32224537231002,2997.6829002415366,129.16830090263838,1801.1309587819874,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
76,150.0,147.0929719400571,226.70618772778414,162.35595203479917,2984.7907170947965,126.98258720751221,1805.4672360870984,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.8 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
77,150.0,149.00682150304405,227.13869919921447,162.1122748250668,2977.317733942016,128.4103700791221,1799.4945440423571,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
78,150.0,149.49574365314513,226.44055937158947,161.00289852517867,2970.0822612886996,126.19852229904352,1807.940569673226,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
79,150.0,147.91433562469234,225.1280326853865,160.5019128548529,2945.9989740968304,128.53739501938372,1790.6228707933224,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
80,150.0,150.48317278132743,226.30867504984028,160.61795598913494,2946.4023900767957,127.57168769159375,1809.5340803571944,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
81,150.0,149.3814962323182,226.2756604470212,158.97689034045098,2960.948953271491,129.15361349431555,1797.3877154084032,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
82,150.0,149.59903950967646,225.046029941568,158.96818689796282,2938.3391992239326,128.58343226358883,1802.3667671527876,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
83,150.0,148.18586919868764,226.95134635549638,160.34323248696091,2945.92573372038,129.61013338099292,1797.7011003951384,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
84,150.0,149.29676740902286,226.29334697619774,159.47248912128083,2949.978669664032,126.17305168457615,1811.40612047742,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
85,150.0,148.3407405677593,225.1967060725486,158.16809252860776,2946.0969320119793,129.9624980330672,1808.5683754289503,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
86,150.0,150.95865373049614,223.16580700222892,158.56357062621865,2933.7110493368677,126.64939641549364,1808.9815618476694,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
87,150.0,150.00169947109575,224.920044286839,159.55988561176449,2927.256473169298,126.6888221372942,1792.9483040797372,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
88,150.0,150.54653139118483,225.2034227038885,159.547627407413,2946.205764798936,126.01529667024187,1795.5160449100754,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
89,150.0,150.03859183196286,222.87042540304725,158.50614222851755,2944.316330225381,129.7051469395158,1808.61365513931,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
90,150.0,149.90919022135859,224.18675306787222,159.8355280490712,2929.308416657126,128.55849417585506,1810.6022313929325,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
91,150.0,149.29196925840574,223.55009087464933,158.8321344723011,2938.041263194342,128.7747190133311,1801.2468621856851,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
92,150.0,150.76896051205205,222.17110588560016,158.0438673712022,2932.7893158886063,126.65809296086745,1789.2666044612558,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
