Time_hr,Target_Q,Q,WHP,FLP,BHP,WHT,AP,Choke,Why,Fallback
93,150.0,148.01287619332683,222.9500470033299,158.5897819544272,2920.1093133702548,128.40341993279606,1813.569793141327,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
94,150.0,149.69638729446464,225.68104491454724,158.9561398774869,2918.4213091940005,127.66644821619128,1792.145322067795,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
95,150.0,151.1495277341077,222.49132536924472,159.8195121911034,2934.7960035110136,125.01759133062274,1806.2747313168247,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
96,150.0,152.39507549499493,222.89253807502212,159.49804757723527,2910.411484911221,128.42928731140117,1786.7088851065057,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
97,150.0,150.7195242022215,221.55602341754133,156.33544147783277,2931.8879650633758,131.48288430671988,1795.2346433948665,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
98,150.0,151.27367379208448,223.94403693116018,158.31628480457218,2933.6273441877424,130.51465588651772,1790.1189761024884,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
99,150.0,150.8605986150513,224.2019197684402,157.34281380850175,2943.230657967629,130.97508465286845,1792.3778240905292,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
100,150.0,152.71214728384996,223.79330833819995,158.4200430863066,2941.7492042945673,128.39219504418577,1802.585407250949,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
101,150.0,152.36959353629564,225.34186839789407,159.3219406393465,2912.3236931149236,125.69245969635065,1809.0091298935245,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
102,150.0,148.52752558180708,223.85003368732083,157.60374912652847,2924.22282056551,126.13300214805648,1813.0413924152724,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
103,150.0,148.38509905797235,223.47759920758853,158.36129559377457,2937.885451058153,125.92119825473527,1799.73326374063,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
104,150.0,149.66092253766942,224.29232601863126,158.92457879398356,2920.9188979096343,128.41042340896507,1797.0029505420632,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
105,150.0,150.72819554938602,223.46109310544895,157.9387721943754,2925.079064148719,128.59672025256216,1818.1270608105217,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
106,150.0,149.2204866906704,223.96947952807497,159.76901397317428,2904.3441479802423,125.43648693928502,1790.4907251990733,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
107,150.0,149.8147017318711,226.6930465252174,158.83368501899844,2937.1031532994107,127.7179851595117,1780.2902098856073,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
108,150.0,146.35580859089956,224.85559985949118,158.64939499622784,2911.8370974304635,129.72702517491916,1787.6883601956195,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
109,150.0,151.78040724598807,225.39970857829152,157.82134352301193,2913.609807781149,129.3175347053192,1791.237691370955,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
110,150.0,151.35260952118685,221.992572987187,159.18095674158718,2925.532731166718,127.40187654926495,1792.8345225390055,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
111,150.0,150.37103816302206,221.08865914321973,158.23795007348517,2920.514825785812,129.06858399580958,1789.9694371585988,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
112,150.0,152.6931292751259,223.11056564704293,157.48733327595835,2938.2757662398885,130.54544065319635,1798.497824000208,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
113,150.0,148.59635943207124,223.52446966063516,157.8730587913507,2921.174572085082,130.38868818630112,1803.1352078978707,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
114,150.0,150.2270996485192,223.94218931796942,158.4191733458525,2932.656019690901,129.36997928607386,1797.0422662307544,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
115,150.0,150.16393165509027,226.5911047688008,158.83322453005107,2922.292235409715,131.12558171687823,1800.0754604307078,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
116,150.0,148.2726604997174,224.35439061901891,157.685668344195,2919.1104188713684,128.54053216580053,1798.9858646012126,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
117,150.0,148.79793913026407,222.77735971173422,157.94996965289204,2935.7219633240206,126.96954376908627,1795.4222475143606,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
118,150.0,153.20560767849648,222.77033935378793,159.7548453045601,2937.170760553654,127.82191665338343,1788.6448693267564,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
119,150.0,150.7118358948742,224.34163473680366,159.30143750817876,2924.6633756716856,129.85788031229362,1811.1228688564217,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
120,150.0,148.34065767607265,225.3104804598787,158.6126095706234,2918.2346480896513,127.5731024919489,1815.02057713215,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
121,150.0,151.5473277812778,221.17680767360093,158.53280999726346,2922.4664607108066,127.78766317596856,1795.894758186077,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
122,150.0,147.70853277167947,224.5772890206939,157.6448671606494,2920.128181251856,127.14746615515887,1794.1774089770086,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
123,150.0,151.16864483835516,223.96213019373673,157.87451205453667,2914.3406470004616,127.34692246743282,1807.7361934222538,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
124,150.0,150.1975932911259,223.76716549671437,158.17401900279347,2921.1980631629267,128.37585967362972,1785.2525999190636,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
125,150.0,152.53544730621672,222.45559368821247,157.96530908935722,2937.1706198733996,128.3846946715001,1800.3366684335044,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
126,150.0,149.08195422735417,221.46150283605434,158.61811086309777,2935.715031414566,126.70156127351626,1810.9020388943088,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
127,150.0,148.2264951144341,222.52223278335356,158.89607863349548,2923.721173709068,129.0873760852383,1794.0660952653627,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
128,150.0,148.3765544577141,221.0669218419578,157.41327195743554,2912.9218217685216,125.91059565276588,1802.4676894027211,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 149.9 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
129,150.0,148.9552704012264,220.91051715130175,160.6104167924886,2915.3245186653226,126.16778009241203,1809.918305886565,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
130,150.0,151.83295971068483,221.98416051581086,157.1784181690502,2913.6560403678454,129.74527277373832,1797.5099138616595,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
131,150.0,148.7274888306485,223.4250244570031,159.50064053987643,2909.7417958168658,127.47534141270383,1788.9321950406147,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
132,150.0,153.41663777057568,225.79495137870768,159.28105325040164,2922.3176588312367,129.03973400725292,1783.183891911999,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
133,150.0,150.43449838876526,221.74532164716632,157.30729623253563,2916.5837423185303,127.52571896349681,1804.5937539585914,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.1 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
134,150.0,151.10188884613726,223.79722107285457,157.63707001127727,2930.409795387699,127.86962361019252,1809.4418308252752,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
135,150.0,148.55693856655233,219.91275683168686,158.04246981761867,2945.1842410036,128.75452511315646,1798.4453666346058,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
136,150.0,151.38970482060003,224.10528091926236,158.85581861684463,2918.476721421459,128.16530064306824,1801.6095360335405,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
137,150.0,148.98870836017437,222.023086254898,158.57623247827442,2933.319985815218,129.02200057019388,1803.951820717331,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
138,150.0,150.79300465956283,226.77575986656956,158.68096715963324,2934.051943910676,130.98669404598598,1800.4245048547737,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
139,150.0,150.41580415390175,224.7988297935806,159.91902498929298,2926.7433852768927,128.59557081327316,1800.7267166110928,61.2,"Moved choke to 61.2% because it keeps WHP/FLP/BHP within safe limits over the next 12h and brings predicted oil rate to 150.0 bbl/hr, closest to the 150.0 bbl/hr target among 11 feasible options.",False
