Time_hr,Target_Q,Q,WHP,FLP,BHP,Choke
0,100.0,101.81892490442809,260.92526854756073,186.3162208260553,3105.464929741678,34.27846822268029
1,100.0,100.389720341261,263.13690600211623,185.05647624557116,3111.0714213841275,31.100833959181156
2,100.0,100.3594891318475,263.6551313397915,185.35896218979124,3113.362301974623,33.1109619020835
3,100.0,97.4425431336429,262.1261280149667,185.93915001972297,3102.105386601738,33.01141318279588
4,100.0,97.54437690114929,263.17912785304617,184.6249685125931,3097.514667710246,38.01141318279588
5,100.0,99.96825639095749,263.47893169817627,185.20744195089293,3107.7837913576045,38.850179015616106
6,100.0,101.17533461433938,263.07732459469764,185.01191769070167,3104.1102641998104,35.18657933087641
7,100.0,102.30276631526652,263.85815236838164,184.47954042894776,3095.6762296304746,32.88034736055836
8,100.0,100.1604127441169,263.20913906233665,186.19242257219955,3090.6396021698897,30.238908908696096
9,100.0,98.38892918056403,262.63074884223687,183.82043043094737,3106.1477699926727,33.423459204147
10,100.0,101.42516769541753,262.88131400638224,186.16003923198704,3116.2364216897718,36.76199929563137
11,100.0,100.54103123608482,263.8339712639948,186.12759880474493,3095.1632945565643,31.76199929563137
12,100.0,100.12823855776688,264.5716051283429,183.91351975911743,3110.0481772234675,32.884190204070656
13,100.0,98.68059185958539,265.0126495022424,185.1180852486356,3108.2383909670407,33.45842836476778
14,100.0,100.6216413450224,262.96339799153947,185.70448197761138,3108.2204250446475,36.18781778353338
15,100.0,100.4135911969015,262.98120729191606,186.27575651942865,3115.685892729313,32.99228059041994
16,100.0,99.05595140972804,264.6721314560252,186.53543983935717,3125.9252923359927,33.14055759714027
17,100.0,97.58485937713893,265.15074026672767,185.620018404976,3107.857706701893,35.581607057093485
18,100.0,100.29641796978873,265.31500674188334,183.5046660018543,3115.1063560346947,38.7897470259454
19,100.0,103.78718461967352,260.77669560484446,184.35725571959145,3095.119051023252,34.55707658198298
20,100.0,99.94748161567126,264.79619531494666,187.0498198414672,3087.0574252318925,29.557076581982983
