Time_hr,Target_Q,Q,WHP,FLP,BHP,Choke,Why
0,100.0,101.00210983551735,262.88901058908425,184.3008303168434,3098.3709818364173,29.214277967431016,held at setpoint 18.7%
1,100.0,96.70909007279216,264.7101558554542,185.70217259713593,3108.578095572947,24.214277967431016,held at setpoint 18.7%
2,100.0,93.34372210794862,263.0481770236624,185.93623008454307,3098.7186936078474,19.214277967431016,held at setpoint 18.7%
3,100.0,89.65947884645988,266.20688202408104,188.30427569105981,3108.159202756998,18.68602559287826,held at setpoint 18.7%
4,100.0,81.59241075829561,270.21208375761256,189.20766955911628,3117.5621524145326,18.68602559287826,held at setpoint 18.7%
5,100.0,83.20461297384195,267.59900955861883,190.39661249329788,3119.3088081684537,18.68602559287826,held at setpoint 18.7%
6,100.0,76.7556723068175,270.6341539823455,192.58655746488546,3135.03351624571,18.68602559287826,held at setpoint 18.7%
7,100.0,74.16279986186878,271.486407143127,194.3687822838593,3159.103201528114,18.68602559287826,held at setpoint 18.7%
8,100.0,72.38898710556838,275.1264387084491,194.15843156016464,3123.5008658422466,18.68602559287826,held at setpoint 18.7%
9,100.0,70.65600710932134,279.2989402042068,196.0189047380234,3126.3185261312033,18.68602559287826,held at setpoint 18.7%
10,100.0,67.7675225852674,278.38832490129147,195.69873338947576,3171.9389086767865,18.68602559287826,held at setpoint 18.7%
11,100.0,64.49050907299937,278.6061623191184,197.20917016054972,3176.3270152654973,18.68602559287826,held at setpoint 18.7%
12,100.0,66.51539887605833,281.76348801295933,197.64196960489548,3160.0378012981178,18.68602559287826,held at setpoint 18.7%
13,100.0,67.4776113360687,280.5312158172212,196.20876260844403,3178.7939026440176,18.68602559287826,held at setpoint 18.7%
14,100.0,67.63646945821087,283.08662140568936,198.86195516335877,3179.6211829882154,18.68602559287826,held at setpoint 18.7%
15,100.0,60.36416276751744,283.3191383610956,198.458235859853,3154.1534081995987,18.68602559287826,held at setpoint 18.7%
16,100.0,62.77377553501053,281.8341362395912,199.52313251188528,3184.400847186021,18.68602559287826,held at setpoint 18.7%
17,100.0,63.905928154955355,283.72740980997077,197.69519457360394,3165.714794309601,18.68602559287826,held at setpoint 18.7%
18,100.0,63.23002171678637,283.43531226562214,199.0458912112987,3185.6652967935074,18.68602559287826,held at setpoint 18.7%
19,100.0,62.11185966267228,284.8711615314702,199.40787330301532,3182.774923679472,18.68602559287826,held at setpoint 18.7%
20,100.0,59.71004163457308,281.13723724005933,198.15105599891953,3188.9347379574,18.68602559287826,held at setpoint 18.7%
21,100.0,63.96898523072044,284.1882549000172,200.12537168959153,3203.3498282098617,18.68602559287826,held at setpoint 18.7%
22,100.0,66.14602505384684,285.328157789716,200.9534031526661,3195.131981275526,18.68602559287826,held at setpoint 18.7%
23,100.0,60.344481850129995,282.2483609544287,200.01874685776275,3202.5861067645947,18.68602559287826,held at setpoint 18.7%
24,100.0,66.08845067439663,284.48316504970404,200.2757518809273,3193.275934593424,18.68602559287826,held at setpoint 18.7%
25,100.0,58.404741491546204,285.9778162754302,199.64946571870715,3182.2686230424397,18.68602559287826,held at setpoint 18.7%
26,100.0,64.72561486028266,284.8409225273503,200.40250226665336,3192.9017513873473,18.68602559287826,held at setpoint 18.7%
27,100.0,60.89431627358406,285.53679597176756,200.7420645234454,3189.0458543473264,18.68602559287826,held at setpoint 18.7%
28,100.0,59.3834252586071,288.1625551394626,200.48601465963532,3186.6530753033153,18.68602559287826,held at setpoint 18.7%
29,100.0,61.804228497280384,283.93947890789576,200.09239937995196,3205.104640636452,18.68602559287826,held at setpoint 18.7%
30,100.0,58.88275545481931,287.1409642483579,200.88736463577794,3193.9005277114156,18.68602559287826,held at setpoint 18.7%
31,100.0,62.06071755135399,285.66999215063004,199.83333444272088,3178.045524369413,18.68602559287826,held at setpoint 18.7%
32,100.0,64.44623442755345,285.29731488585213,200.36549386870155,3194.4323532060666,18.68602559287826,held at setpoint 18.7%
33,100.0,62.58312705165715,286.94078621319085,199.38785077668766,3200.306363276493,18.68602559287826,held at setpoint 18.7%
34,100.0,61.429906532624436,285.1256232450674,201.41966418781556,3208.397681684767,18.68602559287826,held at setpoint 18.7%
35,100.0,60.42200618890651,285.91283928791495,199.4370657509399,3185.0615621399807,18.68602559287826,held at setpoint 18.7%
36,100.0,60.291173265610524,287.0487143551332,199.10131048624478,3181.6325594431987,18.68602559287826,held at setpoint 18.7%
37,100.0,62.282372909032645,285.4444362951794,201.4096810217536,3186.4563855784922,18.68602559287826,held at setpoint 18.7%
38,100.0,61.059632657069955,285.40008966805055,198.34851762416392,3199.3334579098505,18.68602559287826,held at setpoint 18.7%
39,100.0,62.91370829099835,287.645792928768,200.2029780904058,3202.2763126313644,18.68602559287826,held at setpoint 18.7%
40,100.0,61.57336282256907,286.3198926858853,199.6802973766115,3193.714365800981,18.68602559287826,held at setpoint 18.7%
41,100.0,60.329369600102545,287.2290502541954,199.7981048106301,3184.5083974565514,18.68602559287826,held at setpoint 18.7%
42,100.0,61.64150001838138,286.39991203377565,198.924975453348,3183.9279727171643,18.68602559287826,held at setpoint 18.7%
43,100.0,60.887433350034314,286.97870978729867,200.84786066773125,3202.1494781945407,18.68602559287826,held at setpoint 18.7%
44,100.0,61.38788222561828,285.4280085081378,199.1521617813293,3194.9315587022197,18.68602559287826,held at setpoint 18.7%
45,100.0,61.147313960393014,287.0457189037252,201.26515208561548,3213.4154173369034,18.68602559287826,held at setpoint 18.7%
46,100.0,60.41443854357967,287.23272985422085,198.96913509811318,3203.5373417280225,18.68602559287826,held at setpoint 18.7%
47,100.0,59.88094750540944,286.35283982478387,199.45621382844797,3208.317870457742,18.68602559287826,held at setpoint 18.7%
48,100.0,62.66499223575135,287.6866012248663,200.29256956855818,3196.1762782446144,18.68602559287826,held at setpoint 18.7%
49,100.0,60.06366428869498,285.9236057659919,201.6043484473646,3173.32156968941,18.68602559287826,held at setpoint 18.7%
50,100.0,61.90338761584547,288.10258441995666,201.35494043761307,3198.191146611758,18.68602559287826,held at setpoint 18.7%
51,100.0,61.82472014757071,288.28774860900177,200.17114837464828,3190.6389915915784,18.68602559287826,held at setpoint 18.7%
52,100.0,59.14938216648459,286.957582569219,200.14952131617338,3190.6222563311635,18.68602559287826,held at setpoint 18.7%
53,100.0,58.23358913926085,285.0384707802972,200.29288202761333,3177.986832949146,18.68602559287826,held at setpoint 18.7%
54,100.0,62.80520880435822,289.2210106295693,200.3893675415926,3193.9700140140117,18.68602559287826,held at setpoint 18.7%
55,100.0,61.07643070519445,285.9412248390292,199.1419943612004,3194.1952275898448,18.68602559287826,held at setpoint 18.7%
56,100.0,59.638456593674,285.83393795653996,199.86176977883832,3175.743102341348,18.68602559287826,held at setpoint 18.7%
57,100.0,60.541168205484,286.28329889812585,201.24168190428713,3187.03041832106,18.68602559287826,held at setpoint 18.7%
58,100.0,63.6354961737023,286.84059736502036,200.43570143069624,3191.343781154188,18.68602559287826,held at setpoint 18.7%
59,100.0,61.137035041449096,287.5652077552082,200.42969849701893,3187.1343281698314,18.68602559287826,held at setpoint 18.7%
60,100.0,64.38598169230852,285.3254964706499,199.47467235289668,3184.8196407062896,18.68602559287826,held at setpoint 18.7%
61,100.0,62.048432523033014,286.00357095883385,201.0890105322172,3188.502091231639,18.68602559287826,held at setpoint 18.7%
62,100.0,62.16295786982488,284.7875508103714,201.76985111677257,3185.6268199295428,18.68602559287826,held at setpoint 18.7%
63,100.0,60.25115434057715,288.17308125755574,200.3338697841137,3177.314438417878,18.68602559287826,held at setpoint 18.7%
64,100.0,59.93763120996426,286.4595212936272,199.8116437271095,3174.369200946241,18.68602559287826,held at setpoint 18.7%
65,100.0,61.52502185424115,286.1807616007256,199.89073443403197,3192.936452871468,18.68602559287826,held at setpoint 18.7%
66,100.0,63.974369800848834,288.3022157779986,200.04764858229416,3178.0922975700078,18.68602559287826,held at setpoint 18.7%
67,100.0,59.239377451708286,286.15072555792835,199.54314491248098,3184.4972400568477,18.68602559287826,held at setpoint 18.7%
68,100.0,61.25647226481368,287.28961302674,200.32695799555907,3186.7782799442093,18.68602559287826,held at setpoint 18.7%
69,100.0,62.624677358530796,283.41668983273627,199.49998392574298,3184.2379342031827,18.68602559287826,held at setpoint 18.7%
70,100.0,61.688610341541946,286.7392071637707,199.94662293609608,3188.3808854607805,18.68602559287826,held at setpoint 18.7%
71,100.0,60.970824746988164,286.1657853080621,199.82061713606853,3187.615338823034,18.68602559287826,held at setpoint 18.7%
72,100.0,62.941472049406144,286.42920596505695,200.68398483244357,3159.839756426696,18.68602559287826,held at setpoint 18.7%
73,100.0,63.17748448753762,283.97058494682517,199.85818929476702,3155.7040784325472,18.68602559287826,held at setpoint 18.7%
74,100.0,60.74721192902816,285.65643387861337,202.09570705906896,3167.732235437048,18.68602559287826,held at setpoint 18.7%
75,100.0,57.478999115726275,286.62704072771135,200.07495046031232,3190.1515331187434,18.68602559287826,held at setpoint 18.7%
76,100.0,62.90198245175108,284.26658211629075,200.04468700597272,3174.9059041288415,18.68602559287826,held at setpoint 18.7%
77,100.0,61.80634598202602,286.0485206011712,200.25235468197997,3180.309147477494,18.68602559287826,held at setpoint 18.7%
78,100.0,58.811340332450314,285.23288955752764,201.55438794525094,3189.797575847305,18.68602559287826,held at setpoint 18.7%
79,100.0,62.058149825576535,287.26956955786693,201.29426456028477,3191.9081493601743,18.68602559287826,held at setpoint 18.7%
80,100.0,61.675610436785114,285.7595130161188,201.47880774436365,3174.31383532896,18.68602559287826,held at setpoint 18.7%
81,100.0,60.43489553062549,287.34879836275593,200.28576928181664,3175.815491320101,18.68602559287826,held at setpoint 18.7%
82,100.0,61.665844435200455,287.5839111692793,200.55819305394775,3177.3127048616484,18.68602559287826,held at setpoint 18.7%
83,100.0,59.594294286673446,284.77778295424685,199.4529694375147,3169.140334399777,18.68602559287826,held at setpoint 18.7%
84,100.0,63.618888266263575,285.86399469929364,200.06342826373375,3195.5910198640954,18.68602559287826,held at setpoint 18.7%
85,100.0,62.42561797716876,286.13454209189007,201.05416632482795,3176.159135590941,18.68602559287826,held at setpoint 18.7%
86,100.0,64.29444048646707,287.6140506666744,199.79704779176123,3187.430832428682,18.68602559287826,held at setpoint 18.7%
87,100.0,60.20317202527309,289.362679908261,201.05461012391171,3155.2607565088906,18.68602559287826,held at setpoint 18.7%
88,100.0,65.68385876596155,285.9566540532436,198.66065353134954,3195.2457552566043,18.68602559287826,held at setpoint 18.7%
89,100.0,60.821200123731806,286.7051123160309,200.4313670739934,3175.8475054407454,18.68602559287826,held at setpoint 18.7%
90,100.0,63.10815438817445,284.5978523260416,202.92595455846444,3181.3468259359665,18.68602559287826,held at setpoint 18.7%
91,100.0,62.188565039563244,287.72657196030775,200.74732827292993,3182.308247666316,18.68602559287826,held at setpoint 18.7%
