Time_hr,Target_Q,Q,WHP,FLP,BHP,Choke
0,400.0,102.42940026555446,264.57857153271004,184.27029242637954,3111.399768693027,39.36298378792721
1,400.0,102.9569043601039,262.5583858531954,182.27583566652922,3124.220172213862,44.36298378792721
2,400.0,111.78515724299355,261.85025727144335,181.29139306813565,3108.987545534534,49.36298378792721
3,400.0,116.61677114372488,257.74199703419424,178.76165196103375,3094.905732738677,54.36298378792721
4,400.0,120.3505613114611,254.35275420341523,176.4278390633565,3079.097302337592,59.36298378792721
5,400.0,128.57516228171227,249.45530690618932,174.54706676722301,3067.9016315319755,64.36298378792722
6,400.0,132.78020929235745,245.6833412445819,170.58876689429763,3057.1661604698456,69.36298378792722
7,400.0,139.606990864889,242.2297161821915,167.8107438864522,3061.3049554736817,71.5
8,400.0,144.58878476070242,237.84242598051313,165.96882860256773,3023.368888595153,71.5
9,400.0,148.67817443837797,235.5705654280511,162.560493312108,2987.3121633614924,71.5
10,400.0,150.30707151023734,232.17078341299666,160.62583426080997,2994.9389194829537,71.5
11,400.0,154.94111753988443,227.8579431194819,160.33788881364563,2992.3724103479753,71.5
12,400.0,157.18234545069487,227.50866418117874,158.76021577648524,2985.8102479715017,71.5
13,400.0,157.48409340674365,223.78912103423826,157.06560479532766,2942.575104367451,71.5
14,400.0,156.14585039920817,220.70596622941838,155.7677850660007,2946.083778087751,71.5
15,400.0,157.3164126221025,217.71536239286405,154.21881526757247,2930.2148972943087,71.5
16,400.0,160.59255580760717,219.50252533850428,154.73351596660768,2926.140188992865,71.5
17,400.0,162.40067637848284,215.92892977551037,151.93264536354738,2918.791132927491,71.5
18,400.0,163.11034158454532,217.12400634520486,152.8466980131124,2917.657205198543,71.5
19,400.0,163.85277856826255,212.94234154308927,151.15858171883428,2908.433033909995,71.5
20,400.0,163.93835864327775,212.37509614974155,152.34654204237754,2894.171252053806,71.5
21,400.0,162.97871564388606,213.90137507862366,151.575466309931,2879.462343521381,71.5
22,400.0,165.18369141673847,212.97859117062748,149.9068587186299,2886.8164296108303,71.5
23,400.0,160.4189505695032,211.46125685235688,150.42950829085936,2878.669463911573,71.5
24,400.0,163.53059076494833,211.59059694849918,150.05060353976916,2892.599613941829,71.5
25,400.0,164.1622581511781,210.99582089017008,150.24765634078318,2900.1370145810106,71.5
26,400.0,163.7890200855258,211.59449157969368,148.2150553308552,2890.0880628571954,71.5
27,400.0,165.46925037075312,212.30271888636733,149.36022125730497,2863.7208470465653,71.5
28,400.0,165.91087022854254,211.25787588998168,148.5109858296747,2857.230529335941,71.5
29,400.0,165.29305668223506,209.80694508430082,151.39922451347715,2863.883102730526,71.5
30,400.0,163.8120202298002,209.65400627923515,147.5785093945441,2859.383161109953,71.5
31,400.0,167.2768561049513,209.42559008636286,148.3980211941572,2853.985000815006,71.5
32,400.0,165.6414637497105,210.26248762485733,149.06407390962408,2861.4312618008516,71.5
33,400.0,165.24021245248505,209.7526140862688,148.17850810543973,2870.3154744630297,71.5
34,400.0,161.45753017818296,207.4727997498307,148.4423456080785,2861.8731371589133,71.5
35,400.0,162.9746179197627,209.43089982341112,149.56661459927753,2866.4778607573317,71.5
36,400.0,165.17648468730087,209.968401997391,148.9545681617769,2849.6155302458405,71.5
37,400.0,164.5186774314915,210.4720891624911,147.57638191865968,2860.8839647469954,71.5
38,400.0,164.23670209317393,207.58238765456974,147.64999909415417,2860.5541309433506,71.5
39,400.0,165.35431593448934,209.06225368360077,147.24233390751928,2856.006446197926,71.5
40,400.0,165.40979892049384,209.82010561222663,149.052708701545,2866.6574136033064,71.5
41,400.0,166.59815517546542,209.60913137899556,147.7394209840147,2858.391962506538,71.5
42,400.0,163.75560239356716,205.44802263192528,146.96861997087217,2878.2806459732055,71.5
43,400.0,163.1240593373365,205.5861480398319,147.9016348164784,2872.1712654932035,71.5
44,400.0,164.81440349588428,208.9523026745979,148.1592752657616,2855.735785491879,71.5
45,400.0,166.88050881249862,209.41900057523137,148.30579074958706,2865.173763669621,71.5
46,400.0,166.58051335508668,208.08858927768583,148.6033493560142,2858.491084181948,71.5
47,400.0,163.840896776682,209.823290147958,148.21452388778638,2849.4737857172263,71.5
48,400.0,162.25756881577007,206.70076296400882,149.6736449678134,2844.02123828404,71.5
49,400.0,165.57074229114784,207.8354632871984,148.78685934743805,2861.2678516607366,71.5
50,400.0,163.6748952892612,207.9160617275468,148.4231992891135,2856.191487814237,71.5
51,400.0,164.85206442740252,207.8745566076403,148.87728341460448,2868.071497565667,71.5
52,400.0,165.74787343301332,207.3143327391604,148.67001565453393,2855.3351553875027,71.5
53,400.0,165.62436671786193,210.62172637031446,148.13695259399495,2854.4720749535936,71.5
54,400.0,163.50391131244447,207.87333715040154,147.8253168119647,2870.495960054785,71.5
55,400.0,165.3772155866921,207.50187915418257,149.98889210373943,2841.0497537788706,71.5
56,400.0,166.25419081752466,209.53327508284184,148.81070900494498,2851.643593478245,71.5
57,400.0,164.69605934044188,207.78163031846776,148.99229990778926,2830.838053098238,71.5
58,400.0,164.0955910275203,208.41201680107147,147.80463281189054,2835.8836920349477,71.5
59,400.0,164.51800119418186,207.24279931363998,149.00078974511922,2868.0276263463174,71.5
60,400.0,165.0092742546999,205.72523358890174,148.1351589849855,2844.704100229368,71.5
61,400.0,165.9731183674731,210.37541589697614,148.57921846090957,2874.300669932582,71.5
62,400.0,167.28287092497766,209.09506660684508,147.55682520894499,2855.951049545087,71.5
63,400.0,162.7937603226238,209.6755328574718,148.50882149021518,2868.831720946811,71.5
64,400.0,165.56154697573726,205.87966124989399,148.98397736826257,2864.5395610853816,71.5
65,400.0,167.74658812746316,207.1334812460109,147.62755784477994,2855.861003881661,71.5
66,400.0,163.4713877658192,206.61052390609063,147.47347096567694,2881.056584878977,71.5
67,400.0,164.11499721914484,207.0462007186672,148.01124121977543,2854.805052178922,71.5
68,400.0,167.09873155790163,209.53639167627304,149.07212780079524,2855.12608642191,71.5
69,400.0,165.30821300844312,207.49893754126552,147.08033161006693,2875.0644169031775,71.5
70,400.0,164.34007805281627,209.61407168955247,148.10866768681154,2853.676689770023,71.5
71,400.0,164.81112305463571,206.54033902813433,148.31206408256554,2858.3517666411567,71.5
72,400.0,166.35210272574403,208.9377136912949,149.26155111017553,2857.4377761434457,71.5
73,400.0,165.03355289995548,205.77281852420882,147.9076746849968,2869.9934854407743,71.5
74,400.0,165.2274595068214,209.31544388708988,148.18654788080534,2847.6438575746333,71.5
75,400.0,168.2548786610827,208.75001321649015,149.6659063746538,2859.693087560334,71.5
76,400.0,164.568546152994,205.40792486755183,148.4474127883891,2838.6530499808214,71.5
77,400.0,161.53590228388032,209.87984278493832,148.99396129125518,2860.7667359234306,71.5
78,400.0,165.1063588904489,208.23837327062967,148.73301833383925,2855.869569927817,71.5
79,400.0,165.1383988782579,209.23390087101367,146.23172177263575,2863.226640479429,71.5
80,400.0,164.024565198129,209.374642100843,149.37877613713886,2845.7460385951426,71.5
81,400.0,166.25547736627684,209.26534419710143,147.72604100756192,2848.5795369496986,71.5
82,400.0,165.13177384225605,205.35299604835186,147.92669118873818,2855.530264484406,71.5
83,400.0,164.22088280921523,206.1424964811346,147.96640759844857,2868.7871897097857,71.5
84,400.0,167.0031402563848,208.0378038953084,147.60370224749923,2853.382710688573,71.5
85,400.0,164.93480559643095,207.3166608757077,148.00935182891757,2859.771932575426,71.5
86,400.0,166.37994939825944,205.0518438861806,149.14774831762193,2854.8685616461835,71.5
87,400.0,166.71845122824496,208.15932919650777,148.68111619086847,2869.9480997023534,71.5
88,400.0,160.2321140574128,210.22701545219834,148.4636315933347,2835.2176697699547,71.5
89,400.0,160.70819486693452,208.5836677771687,147.4061257310481,2863.5481486136528,71.5
90,400.0,165.244471325386,208.01039848828472,149.1606448173588,2855.4196658532132,71.5
91,400.0,166.07306276969587,209.2506174753123,148.57648822612927,2861.3897852191185,71.5
92,400.0,166.14515067655373,206.42352837876484,148.05979085041014,2852.255512836626,71.5
