Time_hr,Target_Q,Q,WHP,FLP,BHP,Choke,Why
0,100.0,101.00210983551735,262.88901058908425,184.3008303168434,3098.3709818364173,34.214277967431016,held at setpoint 34.2%
1,100.0,98.78002175672401,264.7101558554542,185.04470917064586,3108.578095572947,34.214277967431016,held at setpoint 34.2%
2,100.0,99.34391175464754,262.12106112724484,184.05123128820856,3098.7186936078474,34.214277967431016,held at setpoint 34.2%
3,100.0,101.29316632358746,263.5410778016157,184.69742728746962,3104.574105701792,34.214277967431016,held at setpoint 34.2%
4,100.0,98.10531840686265,265.0971392832126,184.03869100561815,3107.183155832189,34.214277967431016,held at setpoint 34.2%
5,100.0,103.71228822780489,260.24264264922186,183.87345783631113,3099.263832559942,34.214277967431016,held at setpoint 34.2%
6,100.0,100.53398665071776,261.31615396113483,184.88949747141461,3105.960082026836,34.214277967431016,held at setpoint 34.2%
7,100.0,100.6188870109197,260.45163816070584,185.6540896977916,3121.9507475744567,34.214277967431016,held at setpoint 34.2%
8,100.0,101.03744919995205,262.5891993362154,184.56157576950923,3079.1189873885864,34.214277967431016,held at setpoint 34.2%
9,100.0,101.09943399372659,265.44677883415716,185.6573211613381,3075.467474396999,34.214277967431016,held at setpoint 34.2%
10,100.0,99.68054234395548,263.3853788821306,184.6742241957563,3115.2989863438665,34.214277967431016,held at setpoint 34.2%
11,100.0,97.60672971236707,262.59608027909127,185.60998540024505,3114.506983920896,34.214277967431016,held at setpoint 34.2%
12,100.0,100.61671707856894,264.8719873988229,185.5446112963917,3093.5824047444794,34.214277967431016,held at setpoint 34.2%
13,100.0,102.3854592083066,262.8683211841155,183.6795486607663,3108.1905990535392,34.214277967431016,held at setpoint 34.2%
14,100.0,103.20464797432432,264.74862330871235,185.95837510619864,3105.3061690986815,34.214277967431016,held at setpoint 34.2%
15,100.0,96.47297428897159,264.39030772494505,185.23012609596714,3076.5170100018454,34.214277967431016,held at setpoint 34.2%
16,100.0,99.32521992406608,262.3882247291335,186.01369511742647,3103.792343723023,34.214277967431016,held at setpoint 34.2%
17,100.0,100.81976968503928,263.8289629145321,183.94188047361237,3082.4467342015505,34.214277967431016,held at setpoint 34.2%
18,100.0,100.44056893105775,263.14081847532526,185.0811657850169,3100.0173608341693,34.214277967431016,held at setpoint 34.2%
19,100.0,99.56532894520097,264.2300580657036,185.25988007021564,3094.997381239264,34.214277967431016,held at setpoint 34.2%
20,100.0,97.36239868498535,260.1927902341995,183.8441919549138,3099.2515399087674,34.214277967431016,held at setpoint 34.2%
21,100.0,101.78417781311002,262.97832972136376,185.6807860504359,3111.961374598503,34.214277967431016,held at setpoint 34.2%
22,100.0,104.09453609396007,263.8858931974453,186.38942970635668,3102.2175979414233,34.214277967431016,held at setpoint 34.2%
23,100.0,98.4021448115345,260.6027591063981,185.35127875993206,3108.306261519885,34.214277967431016,held at setpoint 34.2%
24,100.0,104.23547967051985,262.65960786066495,185.51856655695047,3097.7742203454914,34.214277967431016,held at setpoint 34.2%
25,100.0,96.62493720857427,263.9985173199593,184.81450651415736,3085.673532370426,34.214277967431016,held at setpoint 34.2%
26,100.0,103.0057144218174,262.7253225332377,185.50012260385705,3095.328264502988,34.214277967431016,held at setpoint 34.2%
27,100.0,99.22346095484401,263.3019089452779,185.78123955540417,3090.596860064738,34.214277967431016,held at setpoint 34.2%
28,100.0,97.75272468767446,265.8232712849287,185.4745247481331,3087.420642578629,34.214277967431016,held at setpoint 34.2%
29,100.0,100.20640385325979,261.50882973486483,185.0369891486713,3105.1711563914737,34.214277967431016,held at setpoint 34.2%
30,100.0,97.31184734319753,264.63035458629247,185.7938808499314,3093.339715002967,34.214277967431016,held at setpoint 34.2%
31,100.0,100.51184683257334,263.08940320198406,184.70684553385627,3076.9233534872947,34.214277967431016,held at setpoint 34.2%
